codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio
ING-0781,ESPECIES HOJA LAUREL 35 G,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: hoja de laurel tratada en lote09.
ING-0343,FLOR DE CALABACIN 10 UNIDADES,0.0,,PENDIENTE,,,,2026-06-13,,"Flor de calabacín 10 uds: fuente localizada era bandeja 150 g, no 10 uds exactas; revisar proveedor antes de actualizar."
ING-0344,FLORES MIX 20G makro,0.0,278.0,MAKRO,Mix de flores comestibles en estuche 20 g,5.56,20 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X59806/0032/0021/Mix-de-flores-comestibles-en-estuche-20g,Precio con IVA/IGIC incluido. Convertido a €/kg. Producto de decoración comestible.
ING-0345,FLORES PENSAMIENTOS 30 UNID,0.0,0.216,MAKRO,METRO Chef pensamiento mini bandeja 30 piezas,6.48,30 uds,2026-06-13,https://www.makro.es/productos/verduras/flores,Precio con IVA indicado en página Makro. Normalizado a €/unidad.
ING-0592,GELATINA HOJAS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Gelatina hojas 1 kg: no localizado formato profesional exacto; las fuentes eran formatos pequeños o gelatina en polvo.
ING-0348,GERMINADO DE ALFALFA 80G makro,5.0,,PENDIENTE,,,,2026-06-13,,Germinado de alfalfa 80 g: no localizado precio oficial claro.
ING-0349,GERMINADO DE COL ROJA 95G makro,5.0,,PENDIENTE,,,,2026-06-13,,Germinado de col roja 95 g: no localizado precio oficial claro.
ING-0350,GERMINADO DE SOJA,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.
ING-0351,GERMINADO RABANO 95 G,5.0,,PENDIENTE,,,,2026-06-13,,Germinado rábano 95 g: no localizado precio oficial claro.
ING-0352,GERMINADO REMOLACHA sh,5.0,,PENDIENTE,,,,2026-06-13,,Germinado remolacha: no localizado precio oficial claro.
ING-0353,GERMINADO WASABI,5.0,,PENDIENTE,,,,2026-06-13,,Germinado wasabi: no localizado precio oficial claro.
ING-0360,HINOJO hierba fresca aromatica,10.0,,PENDIENTE,,,,2026-06-13,,Hinojo hierba fresca aromática: no localizado precio oficial claro.
ING-0361,HOJA DE ROBLE,15.0,,PENDIENTE,,,,2026-06-13,,Hoja de roble: no localizado producto exacto; no sustituyo por lechuga romana/cogollo.
ING-0362,HOJA LIMA KAFFIR 100 GR,10.0,,PENDIENTE,,,,2026-06-13,,Hoja lima kaffir 100 g: no localizado precio oficial claro en fuentes objetivo.
ING-0799,HUMO EN POLVO SOSA 500G,0.0,39.8,MAKRO,SOSA Ingredients humo en polvo 500 g,19.9,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X153161/0032/0021/Sosa-ingredients-humo-en-polvo-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0616,LEVADURA EN POLVO/SECA 60 GX 5UD,0.0,83.2727,CONSUM,"ROYAL levadura panadería 5 sobres 27,5 g",2.29,"27,5 g",2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/levadura/5253,Precio con IVA. Convertido a €/kg. Equivalente retail; no formato 60 g x 5.
ING-0624,MANTEQUILLA HOJALDRE 12K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: mantequilla hojaldre tratada en lote07 lácteos.
ING-0377,MERTENSIA ( hoja ostra) 35unidades,5.0,,PENDIENTE,,,,2026-06-13,,Mertensia/hoja de ostra: producto gourmet específico; no localizado precio oficial claro en Makro/Consum/Mercadona.
ING-0378,MICROBROTE MIZUMA 100 g,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.
ING-0379,MICROBROTE RABANO 50 G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.
ING-0380,MICROBROTE TATSOI 50G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.
ING-0381,MICROBROTE ZANAHORIA 50G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.
ING-0382,MICROMEZCLUM SUAVE 60G,5.0,,PENDIENTE,,,,2026-06-13,,Microbrote específico: no localizado precio oficial claro en Makro/Consum/Mercadona para este formato.
ING-0815,MIEL MULTIFLORAL HS 1KG,0.0,6.2,CONSUM,CONSUM miel milflores dosificador 500 g,3.1,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/mermeladas-confituras-y-miel/miel/1569,Precio con IVA. €/kg indicado por tienda.
ING-0816,MIEL MULTIFLORES 500 G mercadona,0.0,6.2,CONSUM,CONSUM miel milflores dosificador 500 g,3.1,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/mermeladas-confituras-y-miel/miel/1569,Equivalente a miel multiflores 500 g. Precio con IVA. €/kg indicado por tienda.
ING-0390,OXALIS FLOR,5.0,,PENDIENTE,,,,2026-06-13,,Oxalis flor: no localizado precio oficial claro.
ING-0643,PAN DE ORO 25U,0.0,,PENDIENTE,,,,2026-06-13,,Pan de oro: decoración no actualizada como ingrediente hasta decidir si se trata como coste de decoración/packaging.
ING-0651,PAPEL ENVOLVER polvorones,0.0,,PENDIENTE,,,,2026-06-13,,Papel envolver polvorones: material de packaging; reservar para costes indirectos/envases.
ING-0512,PLATANO CANARIAS,35.0,,PENDIENTE,,,,2026-06-13,,Duplicado: plátano Canarias tratado en lote06 frutas.
ING-0513,PLATANO MACHO,35.0,,PENDIENTE,,,,2026-06-13,,Duplicado: plátano macho tratado en lote06 frutas.
ING-0408,RABANITO CON HOJA,10.0,4.6,CONSUM,EL DULZE rabanito bolsa 250 g,1.15,250 g,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/zanahorias-otras-raices/2214,"Precio con IVA. €/kg indicado por tienda. Merma por hoja, raíz y selección."
ING-0860,REGALIZ EN POLVO 750,0.0,,PENDIENTE,,,,2026-06-13,,Regaliz en polvo 750 g: no localizado precio oficial claro.
ING-0430,SISHO VERDE HOJAS 12 unidades,5.0,,PENDIENTE,,,,2026-06-13,,Shiso verde hojas: localizado producto sin precio oficial claro en Makro España; no actualizar.
ING-0431,SOJA BROTES 200 G,0.0,9.95,CONSUM,Brotes de judía mungo bolsa 200 g,1.99,200 g,2026-06-13,https://tienda.consum.es/es/p/brotes-de-judia-mungo-bolsa/4461760,Equivalente a brotes de soja frescos. Precio con IVA. €/kg indicado por tienda.
ING-0692,SOSA ALGINATO,0.0,84.9067,MAKRO,SOSA Ingredients alginato sodio 750 g,63.68,750 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X148025/0032/0021/Sosa-ingredients-gelificante-alginato-sodio-750-g,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0695,SOSA LECITINA DE SOJA 400G,0.0,72.2,MAKRO,SOSA Ingredients lecitina de soja en polvo 400 g,28.88,400 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X141876/0032/0021/Sosa-ingredients-lecitina-de-soja-en-polvo-bote-de-400g,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0700,SOSA PROESPUMA CALIENTE 500G,0.0,42.22,MAKRO,SOSA Ingredients proespuma caliente 500 g,21.11,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X141866/0032/0021/Sosa-ingredients-proespuma-caliente-500gr,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0701,SOSA PROESPUMA FRIO 700G,0.0,18.5286,MAKRO,SOSA Ingredients proespuma frío 700 g,12.97,700 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X141867/0032/0021/Sosa-ingredients-base-en-polvo-proespuma-fr%C3%ADo-700gr,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0702,SOSA TEXTURAS CRUTOMAT 400G,0.0,,PENDIENTE,,,,2026-06-13,,Sosa Crutomat 400 g: no localizado precio oficial claro en Makro/Consum/Mercadona.
ING-0703,SOSA XANTANA,0.0,50.8,MAKRO,SOSA Ingredients xantana goma bote 500 g,25.4,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X168149/0032/0021/Sosa-ingredients-xantana-goma-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0197,TINTA DE SEPIA 8 unidades 32g mercadona,0.0,26.9,MAKRO,Nortindal tinta de sepia 4 g x 50 uds,5.38,50 uds x 4 g = 200 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X167585/0032/0021/Nortindal-Tinta-de-sepia-4g-50-unidades,"Equivalente profesional; el inventario indica formato Mercadona 8 uds/32 g. Precio con IVA/IGIC incluido, convertido a €/kg."
ING-0254,TINTA sepia 50 UN x 4g,0.0,26.9,MAKRO,Nortindal tinta de sepia 4 g x 50 uds,5.38,50 uds x 4 g = 200 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X167585/0032/0021/Nortindal-Tinta-de-sepia-4g-50-unidades,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0910,WASABI EN POLVO 35G,0.0,,PENDIENTE,,,,2026-06-13,,Wasabi en polvo 35 g: no localizado precio oficial claro; no sustituir por pasta wasabi.
ING-0446,ZANAHORIA EN HOJAS MINI,15.0,2.99,CONSUM,Zanahoria manojo 700 g aprox.,2.09,700 g aprox.,2026-06-13,https://tienda.consum.es/es/p/zanahoria-manojo/7214976,Equivalente a zanahoria mini/con hoja. Precio con IVA. €/kg indicado por tienda. Revisar si se necesita mini zanahoria real.
