codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio
ING-0206,BACALAO LOMO EXTRA 250/300 MAKRO,3.0,28.54,MAKRO,Icelandic lomo bacalao +300 g caja 2 kg,57.08,2 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X169902/0032/0021/Icelandic-Lomo-bacalao-%2B300g-2Kg,Equivalente a lomo extra 250/300. Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0207,BACALAO LOMO JUMBO 1K,3.0,24.9977,MAKRO,"Icelandic bacalao lomo jumbo +500 g caja 4,4 kg",109.99,"4,4 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X67661/0032/0021/Icelandic-bacalao-lomo-jumbo-%2B500g-4-4Kg,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0259,BACALAO marinado AHUMADO EN ACEITE mercadona 110 G,0.0,,PENDIENTE,,,,2026-06-13,,Producto específico Mercadona 110 g no verificado en fuente accesible; no actualizo para evitar precio inventado.
ING-0262,BACALAO MIGAS 1k makro,0.0,18.69,CONSUM,Migas de abadejo en salazón 160 g,2.99,160 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente de salazón; no es bacalao puro. Precio con IVA. €/kg indicado por tienda.
ING-0208,BACALAO VENTRESCA 2K,5.0,,PENDIENTE,,,,2026-06-13,,Ventresca de bacalao no localizada con precio oficial claro.
ING-0541,BANDEJA DORADA 25X27cm 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente."
ING-0542,BANDEJA DORADAnº3 12 X 19 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente."
ING-0149,BERBERECHO 100-150pz,80.0,14.14,CONSUM,Berberechos malla peso aprox. 350 g,4.95,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/marisco/4092,Precio con IVA. €/kg indicado por tienda. Merma por concha.
ING-0263,BERBERECHOS 120ML,0.0,78.57,CONSUM,Berberechos al natural 45/65 piezas 63 g,4.95,63 g,2026-06-13,https://tienda.consum.es/es/p/berberechos-al-natural-45-65-piezas/7468056,Precio con IVA. €/kg escurrido indicado por tienda.
ING-0150,BESUGO 300G-3K,45.0,,PENDIENTE,,,,2026-06-13,,Besugo 300 g-3 kg no localizado con precio oficial claro.
ING-0209,BOGAVANTE CRUDO 350/400 5K 12 PZ,65.0,17.998,MAKRO,BARRUFET bogavante crudo 350/400 g caja 5 kg,89.99,5 kg,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X164745/0032/0021/BARRUFET-Scanfisk-Seafood-Elafrozen-Bogavante-crudo-350-400g-5Kg,Precio con IVA/IGIC incluido. Convertido a €/kg. Merma por caparazón.
ING-0210,BOGAVANTE CRUDO 375G,65.0,34.05,CONSUM,DELFIN bogavante crudo peso aprox. 425 g,14.3,"0,42 kg",2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,Precio con IVA. €/kg indicado por tienda. Merma por caparazón.
ING-0151,"BOGAVANTE FRESCO 0,4-0,6 USA",65.0,34.05,CONSUM,DELFIN bogavante crudo peso aprox. 425 g,14.3,"0,42 kg",2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,"Equivalente congelado a bogavante 0,4-0,6. Precio con IVA. €/kg."
ING-0152,BONITO DEL NORTE 3K,5.0,19.9,CONSUM,Lomo de bonito pieza precio aprox.,19.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/lomo-de-bonito/7377034,Precio con IVA. €/kg indicado por tienda. Merma estimada por recorte.
ING-0153,BOQUERON grande mediterraneo,35.0,6.95,CONSUM,Boquerón a peso,6.95,1 kg,2026-06-13,https://tienda.consum.es/es/p/boqueron/225292,Precio con IVA. €/kg. Merma por cabeza/espina.
ING-0154,"BUEY DE MAR 0,5-0,7 KG",70.0,19.17,CONSUM,Buey de mar cocido 600 g aprox.,11.5,"0,6 kg",2026-06-13,https://tienda.consum.es/es/p/buey-de-mar-cocido-peso-aproximado-600gr/7448298,Precio con IVA. €/kg. Merma por caparazón.
ING-0155,CABALLA DEL NORTE,35.0,,PENDIENTE,,,,2026-06-13,,Caballa fresca no localizada; no actualizo con conserva.
ING-0211,CAELLA TACO SIN PIEL2-3K ( TINTORERA),5.0,9.5,CONSUM,Tiras de potón,9.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=3,Equivalente a caella/tintorera en taco no exacto; precio con IVA. Marcar para revisión.
ING-0156,CALAMAR,20.0,11.5,CONSUM,Calamar fresco,11.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/calamar-sepia/4091,Precio con IVA. €/kg. Merma por limpieza.
ING-0213,"CALAMAR INDIO LIMPIO 10/20 1,6KG",5.0,19.4,MAKRO,METRO Chef calamar patagónico limpio/troceado 850 g,16.49,850 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X215096/0032/0021/METRO-Chef-calamar-patagonico-limpio-troceado-850-gne,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0215,CALAMAR MARRUECOS M/P,25.0,11.5,CONSUM,Calamar fresco,11.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/calamar-sepia/4091,Referencia general para calamar marruecos m/p. Merma por limpieza.
ING-0217,CALAMAR PATAGONICO 12-15 CM,20.0,13.31,CONSUM,Calamar patagónico troceado 450 g,5.99,450 g,2026-06-13,https://tienda.consum.es/es/p/calamar-patagonico-troceado/7445539,Precio con IVA. €/kg indicado por tienda.
ING-0216,CALAMAR PATAGÓNICO 9-12 CM,20.0,13.31,CONSUM,Calamar patagónico troceado 450 g,5.99,450 g,2026-06-13,https://tienda.consum.es/es/p/calamar-patagonico-troceado/7445539,Equivalente a calamar patagónico 9-12 cm. Precio con IVA. €/kg.
ING-0214,CALAMAR PATAGONICO LIMPIO10/20 800G,5.0,19.4,MAKRO,METRO Chef calamar patagónico limpio/troceado 850 g,16.49,850 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X215096/0032/0021/METRO-Chef-calamar-patagonico-limpio-troceado-850-gne,Equivalente limpio/troceado. Precio con IVA/IGIC incluido.
ING-0212,CALAMAR POTA ANILLAS 600 GR,5.0,15.97,CONSUM,Anilla pota Illex,5.75,aprox. 360 g,2026-06-13,https://tienda.consum.es/es/p/cola-de-langostino-pelada-y-cocida/7255474,Equivalente a anillas de pota. Precio con IVA. €/kg indicado por tienda.
ING-0218,"CALAMAR TUBO POTA SIN ALA 1,8KG",5.0,14.2944,MAKRO,"METRO Chef pota anilla 45/60 g bolsa 1,8 kg",25.73,"1,8 kg",2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/pescado-congelado/calamares-pulpo-y-cefal%C3%B3podos-congelados,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0158,CAÑAILLA de playa,80.0,,PENDIENTE,,,,2026-06-13,,Cañadilla no localizada con precio oficial claro en fuentes objetivo.
ING-0157,CANGREJO DE MAR,65.0,10.57,CONSUM,Cangrejo de río cocido bandeja 350 g,3.7,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,No es cangrejo de mar; referencia de crustáceo cocido. Marcar para revisión.
ING-0264,CAPELLANS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Capellans 1 kg no localizado con precio oficial claro.
ING-0219,CARABINERO 14/19 1-2K,50.0,83.55,MAKRO,Octogamba carabinero mediano 14/19 piezas,83.55,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X167220/0032/0021/Octogamba-Carabinero-mediano-congelacion-a-bordo-14-19-piezas,Precio con IVA/IGIC incluido. €/kg. Merma por cabeza y cáscara.
ING-0159,CARACOL PRECOCIDO 1K,5.0,7.14,CONSUM,Caracol avellanec 350 g,2.5,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente a caracol cocido/tierra. Precio con IVA. €/kg indicado por tienda.
ING-0220,CARACOLES TIERRA MORO COCIDO,5.0,7.14,CONSUM,Caracol avellanec 350 g,2.5,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente a caracol moro cocido. Precio con IVA. €/kg indicado por tienda.
ING-0221,CARNE BUEY DE MAR COCIDO 500G,0.0,19.78,MAKRO,Altamar carne buey de mar cocido congelado 500 g,9.89,500 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X79786/0032/0021/Altamar-Carne-buey-mar-cocido-congelado-%28500-g%29,"Precio con IVA/IGIC incluido. Convertido a €/kg. Carne limpia, merma 0%."
ING-0222,CARNE DE NECORA 1K,0.0,,PENDIENTE,,,,2026-06-13,,Carne de nécora 1 kg no localizada con precio oficial claro.
ING-0223,CARNE VIEIRA 8-12PIEZAS 800g,0.0,27.4875,MAKRO,Altamar carne vieira congelada 8/12 piezas 800 g,21.99,800 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X79792/0032/0021/Altamar-Carne-vieira-congelada-8-12-piezas-800g,Precio con IVA/IGIC incluido. Convertido a €/kg. Carne limpia.
ING-0265,CAVIAR ROJO SUCEDANEO 300 G,0.0,61.1,MAKRO,Spherika Gourmet perlas de esturión/sucedáneo 100 g,6.11,100 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X216801/0032/0021/Spherika-Gourmet-perlas-de-esturi%C3%B3n-frasco-100-g,Producto equivalente a sucedáneo de caviar. Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0224,CAZON,35.0,,PENDIENTE,,,,2026-06-13,,Cazón no localizado con precio oficial claro.
ING-0160,"CENTOLLO 0,5-0,7 KG",65.0,6.49,MAKRO,Centollo +700 g FAO 27 Atlántico Noroeste,6.49,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X120093/0032/0021/Centollo-%2B700g-FAO-27-Atl%C3%A1ntico-Noroeste,Precio con IVA/IGIC incluido aprox. €/kg. Merma por caparazón.
ING-0161,CHIPI,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.
ING-0225,CIGALA CABEZAS Y PINZAS 2K para fumet,0.0,,PENDIENTE,,,,2026-06-13,,"Cabezas y pinzas de cigala para fumet no localizadas; si se compra para fondo, merma operativa 0%."
ING-0226,CIGALA Nº 3 21/30 800 GR,55.0,11.95,MAKRO,Altamar cigala congelada n3 21/30 piezas 800 g,9.56,800 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X96741/0032/0021/Altamar-Cigala-congelada-n3-21-30-piezas-800g,Precio con IVA/IGIC incluido. Convertido a €/kg. Merma por cabeza/cáscara.
ING-0227,CIGALA Nº0 8/12 800 GR,55.0,21.9875,MAKRO,Altamar cigala congelada n1 13/16 piezas 800 g,17.59,800 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X79799/0032/0021/Altamar-Cigala-congelada-n113-16-piezas-800g,Precio con IVA/IGIC incluido. Convertido a €/kg. Merma por cabeza/cáscara.
ING-0162,CLOCHINA 1K,75.0,,PENDIENTE,,,,2026-06-13,,"Clochinas no localizadas en fuentes objetivo; se puede usar mejillón como referencia, pero no actualizo por diferencia de producto."
ING-0228,COCOCHA BACALAO,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.
ING-0266,COPOS DE BONITO DESHIDRATADOS,0.0,,PENDIENTE,,,,2026-06-13,,Copos de bonito deshidratados no localizados con precio oficial claro.
ING-0163,CORVINA 2-3K,45.0,12.65,CONSUM,Corvina entera/mitades crianza de España,12.65,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/pescado-blanco/4090,Precio con IVA. €/kg. Merma por cabeza/espina.
ING-0164,DENTON 1-5 K,45.0,,PENDIENTE,,,,2026-06-13,,Dentón 1-5 kg no localizado con precio oficial claro.
ING-0580,DISCO DORADA 21cm redonda 100 U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente."
ING-0165,DORADA ración nacional 300/400 g,45.0,10.99,CONSUM,Dorada crianza de España pieza aprox.,10.99,1 kg,2026-06-13,https://tienda.consum.es/es/p/dorada-crianza-de-espana/2174969,Precio con IVA. €/kg. Merma por cabeza/espina.
ING-0166,ERIZOS DE MAR 5K,85.0,,PENDIENTE,,,,2026-06-13,,Erizos de mar 5 kg no localizados con precio oficial claro.
ING-0167,ESPARDEÑA 1K,0.0,,PENDIENTE,,,,2026-06-13,,Espardeña no localizada con precio oficial claro.
ING-0168,GALERA,60.0,16.0,CONSUM,Galeras Lonjas del Mediterráneo,16.0,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Precio con IVA. €/kg indicado por tienda. Merma por caparazón.
ING-0229,GALERA CONGELADA 1K MAKRO,60.0,16.0,CONSUM,Galeras Lonjas del Mediterráneo,16.0,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente a galera congelada. Precio con IVA. €/kg.
ING-0230,GALLINETA FILETE LIMPIO,10.0,16.0,CONSUM,Filete gallineta bandeja,3.2,200 g aprox.,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Precio con IVA. €/kg indicado por tienda. Producto fileteado.
ING-0169,GALLO 200-1K,45.0,,PENDIENTE,,,,2026-06-13,,Gallo 200 g-1 kg no localizado con precio oficial claro.
ING-0170,GALLO SAN PEDRO 1-3K,45.0,,PENDIENTE,,,,2026-06-13,,Gallo San Pedro no localizado con precio oficial claro.
ING-0231,GAMBA GRIEGA ARROCERA 1K,50.0,14.9,CONSUM,Gamba blanca Lonjas del Mediterráneo,14.9,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente gamba arrocera/blanca. Precio con IVA. €/kg.
ING-0232,GAMBA PELADA 30/50 700G,0.0,14.72,CONSUM,Gambas peladas mediana 360 g,5.3,360 g,2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,"Precio con IVA. €/kg indicado por tienda. Producto pelado, merma 0%."
ING-0233,GAMBON 30/40 2k,50.0,11.105,MAKRO,METRO Chef gambón 31/40 a bordo 2 kg,22.21,2 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X215095/0032/0021/METRO-Chef-Gambon-31-40-a-bordo-2-kg,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0267,HIGADO BACALAO,0.0,,PENDIENTE,,,,2026-06-13,,Hígado de bacalao no localizado con precio oficial claro en las fuentes objetivo.
ING-0268,HUEVAS DE LUMPO NEGRO 100G makro,0.0,61.1,MAKRO,Spherika Gourmet perlas/huevas sucedáneo 100 g,6.11,100 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X216801/0032/0021/Spherika-Gourmet-perlas-de-esturi%C3%B3n-frasco-100-g,Equivalente a huevas de lumpo/sucedáneo. Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0171,HUEVAS DE MERLUZA,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.
ING-0269,HUEVAS DE SALMÓN 100G MAKRO,0.0,160.1,MAKRO,Marine Food hueva de salmón salvaje 100 g,16.01,100 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X153601/0032/0021/Marine-Food-hueva-de-salm%C3%B3n-salvaje-100g,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0270,HUEVAS DE TRUCHA 100G,0.0,119.8,MAKRO,Skandia hueva de trucha 100 g,11.98,100 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X10208/0032/0021/Skandia-hueva-trucha-100g,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0172,JUREL/ TXITXARRO,35.0,,PENDIENTE,,,,2026-06-13,,Jurel/txitxarro no localizado con precio oficial claro.
ING-0234,LANGOSTA cruda entera 300/400 La Roca,65.0,34.05,CONSUM,Bogavante crudo peso aprox. 425 g,14.3,"0,42 kg",2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,Equivalente a langosta/bogavante crudo 300/400. Precio con IVA. €/kg.
ING-0235,LANGOSTINO 35/42 750G,50.0,11.085,MAKRO,Terranova langostino cocido 2 kg 35/45 uds,22.17,2 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X173916/0032/0021/Terranova-Langostino-cocido-2Kg-35-45-unidades,Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0174,LENGUADO 300/400,45.0,15.5,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,15.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado. Precio con IVA. €/kg. Revisar si se exige lenguado específico.
ING-0236,LENGUADO 400-425 gramos,45.0,15.5,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,15.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado a lenguado 400-425 g.
ING-0173,LENGUADO FINO 240g-320g /KG,45.0,15.5,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,15.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado; revisar si se requiere lenguado fino.
ING-0175,"LUBINA 0,3-0,4",45.0,10.99,CONSUM,Lubina crianza de España pieza aprox.,10.99,1 kg,2026-06-13,https://tienda.consum.es/es/p/lubina-crianza-de-espana/7010650,Precio con IVA. €/kg. Merma por cabeza/espina.
ING-0237,MARRAJO EN RODAJA 150/300 900 G,10.0,9.5,CONSUM,Tiras de potón,9.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=3,Referencia de pescado/cefalópodo en rodaja no exacta; marcar para revisión.
ING-0238,MEJILLON COCIDO 900 gramos,25.0,11.8,CONSUM,MARINES carne de mejillón cocido 250 g,2.95,250 g,2026-06-13,https://tienda.consum.es/es/p/sepia-faraonica-limpia/7289879,Producto equivalente a mejillón cocido/carne. Precio con IVA. €/kg. Merma baja.
ING-0176,MEJILLON GALLEGO 30/40PZ KILO,75.0,3.39,CONSUM,Mejillón vivo peso aprox. 1 kg,3.39,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/marisco/4092,Precio con IVA. €/kg. Merma por concha.
ING-0239,"MERLUZA ENTERA s/cabeza +1,8k volanta",45.0,11.95,CONSUM,Merluza entera o mitades,11.95,1 kg,2026-06-13,https://tienda.consum.es/es/p/merluza-entera-o-mitades/7200033,Precio con IVA. €/kg. Merma por cabeza/espina.
ING-0177,MERLUZA PINCHO 2-3K,45.0,11.95,CONSUM,Merluza entera o mitades,11.95,1 kg,2026-06-13,https://tienda.consum.es/es/p/merluza-entera-o-mitades/7200033,Equivalente a merluza pincho por falta de fuente exacta; revisar calidad.
ING-0240,"MERLUZA RODAJA 70g/120g 1,8 kg",8.0,11.64,CONSUM,Rodaja de merluza Cabo 360 g,4.19,360 g,2026-06-13,https://tienda.consum.es/es/p/rodaja-de-merluza-cabo/7439441,Precio con IVA. €/kg indicado por tienda.
ING-0178,MERO GRIS,45.0,,PENDIENTE,,,,2026-06-13,,Mero gris no localizado con precio oficial claro.
ING-0179,"MORRALLA 0,1-0,2",0.0,7.95,CONSUM,Morralla Lonjas del Mediterráneo,7.95,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/pescado-blanco/4090,Precio con IVA. €/kg. Uso para fumet; merma operativa 0% si se usa completa.
ING-0180,NAVAJA MEDIANA,75.0,9.9,CONSUM,Navajas malla 500 g aprox.,4.95,500 g,2026-06-13,https://tienda.consum.es/es/p/navajas-malla-peso-aproximado-500-gr/7263721,Precio con IVA. €/kg indicado por tienda. Merma por concha.
ING-0241,NECORA CRUDA 6/8 1K,65.0,8.79,MAKRO,Altamar nécora cruda 6/8 piezas 1 kg aprox.,8.79,1 kg,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X90347/0032/0021/Altamar-N%C3%A9cora-cruda-6-8-piezas-altamar-%281000-g-aprox%29,Precio con IVA/IGIC incluido. €/kg. Merma por caparazón.
ING-0181,NECORA GALLEGA,65.0,20.79,MAKRO,Nécora gorda 1 kg FAO 27,20.79,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X462322/0032/0021/Necora-gorda-1kg-FAO-27-Atl%C3%A1ntico-Noroeste,Precio con IVA/IGIC incluido. €/kg. Merma por caparazón.
