codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio
ING-0204,BACALAO COCOCHAS,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco. Revisado en lote04.
ING-0261,BACALAO COCOCHAS 400 G,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco. Revisado en lote04.
ING-0539,BANDEJA 16X23,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0540,BANDEJA BLANCA CARTON 30X40,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0541,BANDEJA DORADA 25X27cm 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0542,BANDEJA DORADAnº3 12 X 19 100U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0543,BANDEJAS 32 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0544,BICARBONATO SODICO 950 G,0.0,3.67,CONSUM,EL VESUBIO bicarbonato 300 g,1.1,300 g,2026-06-13,https://tienda.consum.es/es/p/bicarbonato/7399459,Precio con IVA. €/kg indicado por tienda.
ING-0545,BLONDAS 18 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0546,BLONDAS/ RODAL 32 CM 100 UNID,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0547,CABELLO ANGEL,0.0,,PENDIENTE,,,,2026-06-13,,Cabello de ángel no localizado con precio oficial claro en fuentes objetivo.
ING-0744,CACAHUETE FRITO 1K,0.0,3.6,CONSUM,CONSUM cacahuete repelado frito 250 g,0.9,250 g,2026-06-13,https://tienda.consum.es/es/p/cacahuete-repelado-frito-paquete/7367022,Precio con IVA. €/kg indicado por tienda.
ING-0548,CACAHUETE REPELADO crudo,0.0,5.25,CONSUM,CONSUM cacahuete tostado sin sal 200 g,1.05,200 g,2026-06-13,https://tienda.consum.es/es/p/cacahuete-tostado-sin-sal-bolsa/7408474,Producto equivalente a cacahuete crudo/repelado para escandallo. Precio con IVA. €/kg; revisar si se necesita crudo.
ING-0549,CACAO POLVO,0.0,27.0,CONSUM,VALOR cacao soluble 100% natural 250 g,6.75,250 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/1852?page=35,Equivalente a cacao polvo. Precio con IVA. €/kg indicado por tienda.
ING-0550,CAJA CON VENTANA 20X15X7 50U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0551,CAJA cuadrada TARTA 28x28x8 50u,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0552,CAJA HEXAGONAL C/ASAS 23CM 50U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0553,CANELA MOLIDA 710 G,0.0,19.7778,CONSUM,CONSUM canela molida 45 g,0.89,45 g,2026-06-13,https://tienda.consum.es/es/p/canela-en-rama-frasco/7223571,"Equivalente retail, no bote 710 g. Convertido a €/kg."
ING-0554,CANELA RAMA 150 G bote,0.0,75.0,CONSUM,CONSUM canela en rama 20 g,1.5,20 g,2026-06-13,https://tienda.consum.es/es/p/canela-molida-frasco/7223568,"Equivalente retail, no bote 150 g. Convertido a €/kg."
ING-0555,CAPSULAS MADALENAS papel mercadona,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0556,CARGAS SIFON 24Unida,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0557,CARGAS SODA 10UN,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0558,CASTAÑA CONGELADA 1k,0.0,,PENDIENTE,,,,2026-06-13,,Castaña congelada 1 kg no localizada con precio oficial claro en fuentes objetivo.
ING-0316,CHAMPIÑÓN K,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: champiñón tratado en lote05 verduras.
ING-0317,CHAMPIÑON PORTOBELLO,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: portobello tratado en lote05 verduras.
ING-0559,CHOCOLATE/COBERTURA BLANCO SIN AZUCAR,0.0,25.95,MAKRO,Torras cobertura gota blanca sin azúcar 1 kg,25.95,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X120457/0032/0021/Torras-cobertura-gota-blanca-sin-az%C3%BAcar-1kg,Precio con IVA/IGIC incluido. Producto exacto/similar sin azúcar.
ING-0560,CIRUELA PASA/SECA S/HUESO1K,0.0,8.5,CONSUM,CONSUM ciruela sin hueso doypack 300 g,2.55,300 g,2026-06-13,https://tienda.consum.es/es/p/ciruela-sin-hueso-doypack/7381221,Precio con IVA. €/kg indicado por tienda.
ING-0561,CLARA PASTEURIZADA,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: clara pasteurizada ya tratada en lote07.
ING-0562,Cobertura blanca SICAO,0.0,21.776,MAKRO,"Chocolates Valor cobertura gota blanca 2,5 kg",54.44,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X99685/0032/0021/Chocolates-Valor-cobertura-gota-blanca-2-5kg,Equivalente a cobertura blanca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0563,Cobertura leche SICAO,0.0,12.756,MAKRO,"METRO Chef cobertura gota 38% bolsa 2,5 kg",31.89,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192446/0032/0021/Cobertura-gota-0-38-MAKRO-METRO-CHEF-2-5kG,"Producto equivalente, no marca SICAO. Precio con IVA/IGIC incluido. Convertido a €/kg."
ING-0565,COBERTURA NEGRA BARRY MEJICO 66% 1K,0.0,13.916,MAKRO,"METRO Chef cobertura gota 64% 2,5 kg",34.79,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/pasteler%C3%ADa-y-confiter%C3%ADa/dulces-y-chocolates?facets=brand%3AMETRO%2520Chef,Equivalente a cobertura negra 66%. Precio base en listado; convertir a €/kg. Revisar si se exige Cacao Barry México 66%.
ING-0564,Cobertura negra SICAO,0.0,13.916,MAKRO,"METRO Chef cobertura gota 64% 2,5 kg",34.79,"2,5 kg",2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/pasteler%C3%ADa-y-confiter%C3%ADa/dulces-y-chocolates?facets=brand%3AMETRO%2520Chef,Equivalente a cobertura negra SICAO. Precio base en listado; convertir a €/kg.
ING-0566,COCO EN POLVO,0.0,,PENDIENTE,,,,2026-06-13,,Coco en polvo no localizado con precio oficial claro; no sustituyo por coco rallado.
ING-0476,COCO FRESCO,60.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: coco fresco tratado en lote06 frutas como pendiente.
ING-0567,COCO RALLADO,0.0,8.62,MAKRO,METRO Chef coco rallado bolsa 1 kg,8.62,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X461932/0032/0021/METRO-Chef-Coco-rallado-bolsa-1-kg,Precio con IVA/IGIC incluido. €/kg.
ING-0228,COCOCHA BACALAO,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco. Revisado en lote04.
ING-0568,COLORANTE Amarillo huevo PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g amarillo huevo: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0569,COLORANTE BLANCO PASTA COSMO,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g blanco: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0570,COLORANTE MARRON PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g marrón: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0571,COLORANTE NARANJA PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g naranja: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g negro: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g rojo: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g verde: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g violeta/azul: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g amarillo limón: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico."
ING-0577,CONFITURA FRAMBUESA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Confitura frambuesa 3 kg no localizada con precio oficial claro en fuentes objetivo.
ING-0752,CREMA CACAHUETE C MANI SUAVE 510G,0.0,8.6,CONSUM,CONSUM crema de cacahuete 500 g,4.3,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/cremas-untar/1890,Producto equivalente a crema de cacahuete. Convertido a €/kg.
ING-0578,DÁTIL SIN HUESO,0.0,7.3,CONSUM,CONSUM dátil sin hueso doypack 300 g,2.19,300 g,2026-06-13,https://tienda.consum.es/es/p/datil-sin-hueso-doypack/7381226,Precio con IVA. €/kg indicado por tienda.
ING-0579,DEXTROSA 600g,0.0,,PENDIENTE,,,,2026-06-13,,Dextrosa 600 g no localizada con precio oficial claro en fuentes objetivo.
ING-0580,DISCO DORADA 21cm redonda 100 U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0581,DISCO ORO BOR LISO 26 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente."
ING-0582,DULCE BONIATO,0.0,,PENDIENTE,,,,2026-06-13,,Dulce de boniato no localizado con precio oficial claro en fuentes objetivo.
ING-0770,ESPECIAS NUEZ MOSCADA 500G,0.0,28.33,CONSUM,CONSUM nuez moscada molida 60 g,1.7,60 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615?page=4,Precio con IVA. €/kg indicado por tienda.
ING-0583,FARTONS,0.0,,PENDIENTE,,,,2026-06-13,,Fartons no localizado con precio oficial claro en fuentes objetivo.
ING-0584,FIDEO CHOCOLATE 1K,0.0,31.69,CONSUM,VAHINÉ fideos chocolate 71 g,2.25,71 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/decoracion-postres/5254,"Equivalente retail, no formato 1 kg. Precio con IVA. €/kg indicado por tienda."
ING-0586,FRAMBUESA BRISURA congelada,0.0,,PENDIENTE,,,,2026-06-13,,Frambuesa brisura congelada no localizada como producto exacto; revisar proveedor profesional.
ING-0585,FRAMBUESA congelada,0.0,9.72,MAKRO,METRO Chef frambuesas congeladas 1 kg,9.72,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221047/0032/0021/Metro-Chef-frambuesas-1-kg-congelado,Precio con IVA/IGIC incluido. €/kg.
ING-0587,FRESA LIOFILIZADA 50G,0.0,,PENDIENTE,,,,2026-06-13,,Fresa liofilizada 50 g no localizada con precio oficial claro en fuentes objetivo.
ING-0588,FRESÓN CONGELADO 1K,0.0,,PENDIENTE,,,,2026-06-13,,Fresón congelado 1 kg no localizado con precio oficial claro en fuentes objetivo.
ING-0589,FRUTAS BOSQUE COCTEL CONGELADO 1K,0.0,7.75,MAKRO,La Cuerva frutas del bosque 1 kg,7.75,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X953696/0032/0021/La-Cuerva-frutas-del-bosque-1kg,Precio con IVA/IGIC incluido. €/kg.
ING-0590,GASIFICANTE REPOST.IMPULSOR,0.0,7.7778,CONSUM,CONSUM impulsor repostería 6 sobres de 15 g,0.7,90 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/levadura/5253,Precio con IVA. Convertido a €/kg.
ING-0591,"GEL BRILLO CUBO 1,4K",0.0,,PENDIENTE,,,,2026-06-13,,"Gel brillo cubo 1,4 kg no localizado con precio oficial claro en fuentes objetivo."
ING-0592,GELATINA HOJAS 1K,0.0,27.1692,MAKRO,ROYAL gelatina neutra en bote 650 g,17.66,650 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X481952/0032/0021/Royal-gelatina-neutra-botella-650g,Equivalente a gelatina en hojas para escandallo; no formato hojas 1 kg. Convertido a €/kg.
ING-0593,GLUCOSA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Glucosa 3 kg no localizada con precio oficial claro en fuentes objetivo.
ING-0594,GUINDAS ROJAS 160g,0.0,,PENDIENTE,,,,2026-06-13,,Guindas rojas 160 g no localizadas con precio oficial claro en fuentes objetivo.
ING-0795,HARINA ARROZ GLUTINOSO 400G,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado: harina arroz glutinoso ya tratada en lote02.
ING-0595,HARINA CENTENO 5K,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado/harina: harina centeno 5 kg ya quedó pendiente en lote02.
ING-0596,HARINA DE CENTENO INTEGRAL 5K,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado/harina: harina centeno integral 5 kg ya quedó pendiente en lote02.
ING-0597,HARINA DE MEDIA FUERZA,0.5,1.1128,MAKRO,METRO Chef harina 00 W260-290 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221139/0032/0021/METRO-Chef-harina-00-W260-290-saco-25-kg,Duplicado de lote02. Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0796,HARINA DE TEMPURA,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado: harina de tempura ya tratada en lote02.
ING-0598,HARINA ESPECIAL 80W,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,Equivalente a harina floja/especial 80W. Precio con IVA. €/kg.
ING-0599,HARINA FLOJA 25 K,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,"Producto equivalente en formato retail, no saco 25 kg. Precio con IVA. €/kg."
ING-0600,HARINA FUERZA 25 K,0.5,1.1128,MAKRO,METRO Chef harina 00 W290-320 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221141/0032/0021/METRO-Chef-harina-00-W290-320-saco-25-kg,Duplicado de lote02. Precio con IVA/IGIC incluido. Convertido a €/kg.
ING-0797,HARINA GARBANZO PEDRO S/G DOY 2K,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado: harina de garbanzo ya tratada en lote02.
ING-0601,HARINA INTEGRAL TRIGO 5K,0.5,0.9,CONSUM,CONSUM harina de trigo 100% integral 1 kg,0.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-100-integral/7426104,Duplicado de lote02. Precio con IVA. €/kg.
ING-0602,HIGO SECO,0.0,,PENDIENTE,,,,2026-06-13,,Higo seco no localizado con precio oficial claro en fuentes objetivo.
ING-0603,HORCHATA CONCENTRADA,0.0,,PENDIENTE,,,,2026-06-13,,Horchata concentrada no localizada con precio oficial claro en fuentes objetivo.
