codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio
ING-0070,CHORIZO SARTA,2.0,7.99,CONSUM,Chorizo tipo pueblo,7.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. €/kg. Equivalente a chorizo sarta/pueblo.
ING-0071,CHULETA CERDO CONGELADA CON HUESO 150G/CHULETA,20.0,6.74,CONSUM,Chuleta de lomo cerdo origen España,6.74,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg. Merma estimada por hueso.
ING-0072,CHULETERO LOMO ENTERO CON SOLOMILLO +/-10K,12.0,7.19,CONSUM,Filete lomo de cerdo origen España,7.19,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente lomo/chuletero. Precio con IVA. €/kg. Merma estimada por grasa y cordón.
ING-0328,COL REPOLLO LISO 1PIEZA 2K,20.0,,PENDIENTE,,,,2026-06-13,,Verdura: reservado para lote de verduras.
ING-0329,COL REPOLLO RIZADO,20.0,,PENDIENTE,,,,2026-06-13,,Verdura: reservado para lote de verduras.
ING-0079,COLA CERDO,25.0,7.49,CONSUM,Rabos de cerdo origen España,7.49,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente a cola/rabo de cerdo. Precio con IVA. €/kg. Merma por hueso/cartílago.
ING-0750,CONCENTRADO CARNE BOVRIL 500G,0.0,33.34,MAKRO,KNORR PROFESSIONAL Bovril bote 500 g,16.67,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X800816/0032/0021/Knorr-Professional-jugo-carne-bovril-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg desde bote 500 g.
ING-0037,COSTILLA ENTERA,25.0,7.99,CONSUM,Costilla de cerdo,7.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Merma estimada por hueso.
ING-0081,COSTILLAR BANDA,25.0,8.99,CONSUM,Tira de costilla de cerdo origen España pieza 1 kg aprox.,8.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg. Merma estimada por hueso.
ING-0082,COSTILLAR BANDA TROCEADO,25.0,7.99,CONSUM,Costilla de cerdo,7.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Merma estimada por hueso.
ING-0083,COSTILLAR CORTE FOSTER,25.0,8.99,CONSUM,Tira de costilla de cerdo origen España pieza 1 kg aprox.,8.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente costillar corte especial. Precio con IVA. €/kg.
ING-0040,HAMBURGUESA MINI VACUNO 25 G X 20 UNIDADES,0.0,,PENDIENTE,,,,2026-06-13,,Hamburguesa mini vacuno 25 g x20 requiere precio por caja/unidad equivalente; no actualizo con burger retail distinta.
ING-0006,HIGADILLOS POLLO,5.0,,PENDIENTE,,,,2026-06-13,,Higadillos de pollo no localizados con precio oficial claro.
ING-0085,HIGADO CERDO,8.0,,PENDIENTE,,,,2026-06-13,,Hígado de cerdo no localizado con precio oficial claro en estas fuentes.
ING-0041,HIGADO TERNERA,8.0,,PENDIENTE,,,,2026-06-13,,Hígado de ternera no localizado con precio oficial claro.
ING-0086,HUESO JAMON,0.0,,PENDIENTE,,,,2026-06-13,,"Hueso de jamón: no localizado precio oficial claro; si se usa para caldo, merma operativa 0%."
ING-0087,HUESOS CERDO,0.0,6.69,CONSUM,Espinazo de cerdo origen España,6.69,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Equivalente huesos/espinazo para fondos. Precio con IVA. €/kg. Merma 0% por uso completo en caldo.
ING-0042,HUESOS RODILLA TERNERA,0.0,6.88,MAKRO,METRO Chef huesos añojo bandeja precio kg,6.88,1 kg,2026-06-13,https://tienda.makro.es/shop/category/frescos/carne/casquer%C3%ADa/vacuno,"Precio con IVA/IGIC incluido. Uso para fondos, merma operativa 0%."
ING-0043,HUESOS TERNERA,0.0,6.88,MAKRO,METRO Chef huesos añojo bandeja precio kg,6.88,1 kg,2026-06-13,https://tienda.makro.es/shop/category/frescos/carne/casquer%C3%ADa/vacuno,"Precio con IVA/IGIC incluido. Uso para fondos, merma operativa 0%."
ING-0007,JAMON DE PATO MARTIKO 100G,0.0,,PENDIENTE,,,,2026-06-13,,Jamón de pato Martiko 100 g no localizado en fuentes objetivo.
ING-0088,JAMON FRESCO ENTERO PIERNA 10-15 K,15.0,,PENDIENTE,,,,2026-06-13,,Jamón fresco entero pierna no comparable con retail; requiere proveedor cárnico.
ING-0089,JAMON IBERICO LONCHEADO 400G,0.0,,PENDIENTE,,,,2026-06-13,,Jamón ibérico loncheado 400 g: precio muy variable por marca/calidad; revisar proveedor exacto.
ING-0090,JAMON SERRANO A TAQUITOS 200 G mercadona,0.0,13.93,CONSUM,LORIENTE taquitos de jamón serrano 2 x 75 g,2.09,150 g,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria/curado/jamon/2016,Precio con IVA. Convertido a €/kg.
ING-0091,JAMON SERRANO EN PIEZA,5.0,12.29,CONSUM,NAVIDUL jamón reserva 12 meses pieza 7-8 kg,12.29,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria-corte/4070,Precio con IVA. €/kg. Merma estimada por corte/corteza/hueso si se compra pieza.
ING-0092,JAMON SERRANO loncheado,0.0,17.05,CONSUM,CONSUM jamón gran reserva lonchas 2 x 110 g,3.75,220 g,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria/curado/2012?page=2,Precio con IVA. Convertido a €/kg.
ING-0093,JAMON YORK BARRA 3K,0.0,10.0,CONSUM,CONSUM jamón cocido extra finas lonchas 160 g,1.6,160 g,2026-06-13,https://tienda.consum.es/es/c/frescos/charcuteria/cocido/jamon-cocido-york/2010,Equivalente retail a jamón cocido/york. Precio con IVA. Convertido a €/kg.
ING-0801,JUGO CARNE BOVRIL 500G,0.0,33.34,MAKRO,KNORR PROFESSIONAL Bovril bote 500 g,16.67,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X800816/0032/0021/Knorr-Professional-jugo-carne-bovril-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg desde bote 500 g.
ING-0045,LOMO ALTO,12.0,19.75,MAKRO,Lomo alto vaca +3 kg al vacío precio kg,19.75,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X165895/0032/0021/Lomo-alto-vaca-%2B3-kg-precio-Kg,Precio con IVA/IGIC incluido. €/kg. Merma estimada por grasa/recorte.
ING-0046,LOMO BAJO carnisseria sonia,10.0,23.49,MAKRO,Lomo bajo vaca +8 kg al vacío precio kg,23.49,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X166844/0032/0021/Lomo-bajo-vaca-%2B8-kg-al-vac%C3%ADo-precio-Kg,Precio con IVA/IGIC incluido. €/kg. Merma estimada por limpieza.
ING-0095,"LOMO CERDO IBERICO CONGELADO MAKRO 2,5KG",3.0,,PENDIENTE,,,,2026-06-13,,Lomo de cerdo ibérico congelado no localizado con equivalencia suficientemente clara.
ING-0094,LOMO CINTA FRESCA,5.0,7.19,CONSUM,Filete lomo de cerdo origen España,7.19,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/cerdo/4062,Precio con IVA. €/kg.
ING-0096,LONGANIZA fresca,2.0,6.59,CONSUM,Longaniza extra bandeja 450 g aprox.,6.59,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. €/kg.
ING-0097,LONGANIZA MINI,2.0,8.49,CONSUM,Barbacoa mini,8.49,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Equivalente para longaniza mini/barbacoa. Precio con IVA. €/kg.
ING-0098,MANTECA DE CERDO 400 g,0.0,9.38,CONSUM,LEGADO manteca de cerdo ibérico 400 g,3.75,400 g,2026-06-13,https://tienda.consum.es/es/p/manteca-de-cerdo-iberico/7019599,Precio con IVA. Convertido a €/kg.
ING-0047,MOLLEJA DE TERNERA,8.0,,PENDIENTE,,,,2026-06-13,,Molleja de ternera no localizada con precio oficial claro.
ING-0100,MORCILLA ARROZ/CARNE,2.0,5.96,CONSUM,MARI PAZ morcilla de Burgos 265 g,1.58,265 g,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/embutido/2166,Precio con IVA. Convertido a €/kg. Equivalente morcilla arroz.
ING-0102,MORCILLA CEBOLLA MINI,2.0,7.49,CONSUM,Morcilla de cebolla oreada pieza precio aprox.,7.49,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/embutido/4066,Precio con IVA. €/kg. Equivalente a morcilla cebolla mini.
ING-0099,MORCILLA IBERICA ACHORIZADA,2.0,,PENDIENTE,,,,2026-06-13,,Morcilla ibérica achorizada no localizada con precio oficial claro.
ING-0101,MORCILLA OREADA CEBOLLA,2.0,7.49,CONSUM,Morcilla de cebolla oreada pieza precio aprox.,7.49,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/embutido/4066,Precio con IVA. €/kg.
ING-0103,OREJA CERDO,10.0,,PENDIENTE,,,,2026-06-13,,Oreja de cerdo no localizada con precio oficial claro en este lote.
ING-0050,PATA TERNERA,35.0,,PENDIENTE,,,,2026-06-13,,Pata de ternera no localizada con precio oficial claro.
ING-0845,PATE CERDO la piara LT 800g,0.0,,PENDIENTE,,,,2026-06-13,,Paté de cerdo formato 800 g no localizado con precio oficial claro en Makro/Consum/Mercadona.
ING-0016,PAVO MUSLO FRESCO 350-450 G unidad jamoncito,20.0,,PENDIENTE,,,,2026-06-13,,Muslo/jamoncito de pavo fresco no localizado con precio oficial claro.
ING-0107,PICADA CERDO 800g MAKRO,0.0,6.03,CONSUM,LA COPE picada de cerdo 400 g,2.41,400 g,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/2148,Precio con IVA. Convertido a €/kg.
ING-0137,PICADA DE CORDERO,0.0,,PENDIENTE,,,,2026-06-13,,Picada de cordero no localizada con precio oficial claro.
ING-0108,PICADA MIXTA 800 G MAKRO,0.0,8.23,CONSUM,CONSUM preparado picada mixta 400 g,3.29,400 g,2026-06-13,https://tienda.consum.es/es/p/preparado-picada-mixta/925594,Precio con IVA. Convertido a €/kg.
ING-0017,PICADA POLLO 380G,0.0,,PENDIENTE,,,,2026-06-13,,Picada de pollo 380 g no localizada; no sustituyo por burger meat.
ING-0051,PICADA TERNERA 800G MAKRO,0.0,10.98,CONSUM,CONSUM preparado picada de vacuno 400 g,4.39,400 g,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/2148,Precio con IVA. Convertido a €/kg.
ING-0110,"PIES,MANOS CERDO",30.0,7.79,CONSUM,Patas de cerdo,7.79,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Equivalente pies/manos. Precio con IVA. €/kg. Merma por hueso/cartílago.
ING-0111,PLUMA CERDO IBÉRICO CONGELADO MAKRO 1K,3.0,26.35,MAKRO,METRO Chef pluma de cerdo ibérico congelada,26.35,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X109730/0032/0021/METRO-Chef-Pluma-de-cerdo-de-de-raza-ib%C3%A9rica-congelada-precio-kg,Precio con IVA/IGIC incluido. €/kg.
ING-0018,POLLO ALAS,25.0,4.5,CONSUM,CONSUM alas de pollo bandeja 750 g aprox.,4.5,1 kg,2026-06-13,https://tienda.consum.es/es/p/alas-de-pollo/5336235,Precio con IVA. €/kg. Merma por hueso.
ING-0019,POLLO CUARTO DELANTERO 550 G UNIDAD,30.0,4.09,CONSUM,CONSUM pollo troceado,4.09,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,Equivalente a cuarto delantero/troceado. Precio con IVA. €/kg. Merma por hueso.
ING-0020,POLLO CUARTO TRASERO MUSLOS +/- 400gr,30.0,3.49,CONSUM,CONSUM cuarto trasero de pollo,3.49,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,Precio con IVA. €/kg. Merma por hueso.
ING-0024,POLLO JAMONCITO 105 G /UNIDAD,30.0,3.29,MAKRO,Jamoncitos de pollo 130-150 g congelados caja 10 kg,3.29,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X182714/0032/0021,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.
ING-0021,"POLLO LIMPIO ENTERO 1,5k/UNIDAD",35.0,3.6,CONSUM,Pollo limpio origen España pieza precio aprox.,3.6,1 kg,2026-06-13,https://tienda.consum.es/es/p/pollo-limpio-origen-espana/4378345,Precio con IVA. €/kg. Merma por hueso/carcasa.
ING-0022,"POLLO LIMPIO ENTERO DE 2,5K/UNIDAD",35.0,3.6,CONSUM,Pollo limpio origen España pieza precio aprox.,3.6,1 kg,2026-06-13,https://tienda.consum.es/es/p/pollo-limpio-origen-espana/4378345,Precio con IVA. €/kg. Merma por hueso/carcasa.
ING-0023,POLLO MOLLEJAS,5.0,,PENDIENTE,,,,2026-06-13,,Mollejas de pollo no localizadas con precio oficial claro.
ING-0025,POLLO PECHUGA FILETEADA,2.0,8.0,CONSUM,CONSUM filetes pechuga de pollo,8.0,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/aves/2156,Precio con IVA. €/kg.
ING-0026,POLLO PECHUGA LIMPIA,3.0,7.25,CONSUM,CONSUM pechugas de pollo origen España,7.25,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/aves/4060,Precio con IVA. €/kg.
ING-0027,POLLO PICANTON EXTRA mercadona 400g,35.0,,PENDIENTE,,,,2026-06-13,,Pollo picantón extra Mercadona 400 g no actualizado: requiere consulta específica Mercadona/zona.
ING-0028,POLLO TRASEROS congelados MAKRO,30.0,2.49,MAKRO,Trasero de pollo congelado a granel caja 10 kg,2.49,1 kg,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/carne-congelada/pollos-y-aves,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.
ING-0112,PRESA CERDO IBERICO CONGELADO 1K,3.0,25.91,MAKRO,Presa de cerdo ibérico congelado precio kg,25.91,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X108847/0032/0021/Presa-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.
ING-0115,SECRETO CERDO BLANCO,5.0,6.99,CONSUM,CONSUM secreto de cerdo,6.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Cerdo blanco.
ING-0116,SECRETO CERDO IBERICO CONGELADO 1K MAKRO,3.0,12.05,MAKRO,Secreto de cerdo ibérico congelado precio kg,12.05,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X107417/0032/0021/Secreto-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.
ING-0121,SOLOMILLO CERDO FRESCO,4.0,7.99,CONSUM,CONSUM solomillo de cerdo pieza 500 g aprox.,7.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg.
ING-0119,SOLOMILLO CERDO IBÉRICO CONGELADO MAKRO 1K,3.0,21.18,MAKRO,Solomillo de cerdo ibérico congelado precio kg,21.18,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X137516/0032/0021/Solomillo-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.
ING-0120,SOLOMILLO CERDO MACERADO,4.0,10.89,CONSUM,Solomillo al romero bandeja 600 g aprox.,10.89,1 kg,2026-06-13,https://tienda.consum.es/es/p/solomillo-al-romero/7267391,Equivalente solomillo macerado. Precio con IVA. €/kg.
ING-0054,"SOLOMILLO VACA CONGELADO + 2,5K MAKRO",10.0,28.55,MAKRO,Solomillo de vaca congelado +3 kg precio kg,28.55,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X50630/0032/0021/Solomillo-de-vaca-congelado-%2B-3kg-precio-kg,Precio con IVA/IGIC incluido. €/kg.
ING-0055,"SOLOMILLO VACA FRESCO 2,2-2,4 K",10.0,58.5,CONSUM,Filete solomillo de ternera gallega,58.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria-corte/vacuno/5280,Precio con IVA. €/kg. Referencia retail fresca; revisar si se compra pieza completa.
ING-0256,VIEIRA CARNE SOLO 10 PZA 800 G miroca,0.0,,PENDIENTE,,,,2026-06-13,,Pescado/marisco: reservado para lote04 pescado y marisco.
