codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio
ING-0491,MANGO,35.0,2.89,CONSUM,Mango pieza precio aprox.,1.45,"pieza aprox.; 2,89 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel y hueso.
ING-0462,MANGO A DADOS,0.0,7.54,MAKRO,La Cuerva mango en dados 1 kg,7.54,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X156899/0032/0021/La-Cuerva-mango-en-dados-1Kg,"Precio con IVA/IGIC incluido. Producto congelado limpio, merma 0%."
ING-0492,MANZANA GOLDEN,12.0,2.2,CONSUM,Manzana Golden pieza precio aprox.,0.48,"pieza aprox.; 2,20 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por corazón/piel si se pela.
ING-0493,MANZANA GRANNY,12.0,2.39,CONSUM,Manzana Granny Smith pieza precio aprox.,0.59,"pieza aprox.; 2,39 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/manzana-pera-uva/2182,Precio con IVA. €/kg indicado en categoría. Merma por corazón/piel si se pela.
ING-0494,MANZANA REINETA,12.0,,PENDIENTE,,,,2026-06-13,,Manzana reineta no localizada con precio oficial claro.
ING-0495,MANZANA ROYAL GALA ( ROJA),12.0,2.39,CONSUM,Manzana Fuji pieza precio aprox.,0.6,"pieza aprox.; 2,39 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Equivalente a manzana roja/Royal Gala por falta de producto exacto. Revisar antes de actualizar si se exige variedad.
ING-0496,MARACUYA,5.0,12.06,MAKRO,PONTHIER puré de maracuyá 1 kg,12.06,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X100600/0032/0021/PONTHIER-pur%C3%A9-de-maracuya-1-kg,Equivalente profesional a maracuyá/fruta de la pasión. Precio base por kg indicado.
ING-0497,MELOCOTON AMARILLO ( MAYO),12.0,,PENDIENTE,,,,2026-06-13,,Melocotón fresco estacional; no localizado precio actual claro.
ING-0813,"MELOCOTON.EXT.ALMIBAR 1,4K",0.0,4.2467,MAKRO,ARO melocotón gajo en almíbar lata 1500 g neto escurrido,6.37,1500 g neto escurrido,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X220459/0032/0021/aro-Melocot%C3%B3n-gajo-almibar-lata-1500-gne-%282600-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.
ING-0498,"MELON GALIA 1,2k",40.0,,PENDIENTE,,,,2026-06-13,,Melón Galia no localizado con precio actual claro.
ING-0499,MELON PIEL DE SAPO,40.0,1.65,CONSUM,Melón piel de sapo entero,4.02,"pieza aprox.; 1,65 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel y semillas.
ING-0500,MEMBRILLO ( OCT-ENERO),20.0,,PENDIENTE,,,,2026-06-13,,Membrillo estacional no localizado con precio actual claro.
ING-0632,MERMELADA ALBARICOQUE 800G makro,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada albaricoque: reservar para lote08/lote09 conservas.
ING-0628,MERMELADA DE ARANDANOS 1K makro,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada de arándanos: reservar para lote08/lote09 conservas.
ING-0629,MERMELADA DE NARANJA AMARGA 800 g makro,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada de naranja amarga: reservar para lote08/lote09 conservas.
ING-0814,MERMELADA FRAMBUESA 340g mercadona,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada frambuesa Mercadona: reservar para lote08/lote09; requiere consulta específica.
ING-0631,MERMELADA FRESA decofrut DIEXPA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada fresa Decofrut: reservar para lote08/lote09 conservas.
ING-0501,MORA 125G,1.0,19.12,CONSUM,Moras tarrina 125 g,2.39,125 g,2026-06-13,https://tienda.consum.es/es/p/moras-tarrina/7102791,Precio con IVA. €/kg indicado por tienda. Merma mínima por selección.
ING-0633,MORAS congelada MAKRO,0.0,7.75,MAKRO,La Cuerva frutas del bosque 1 kg,7.75,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X953696/0032/0021/La-Cuerva-frutas-del-bosque-1kg,Equivalente a moras/frutos del bosque congelados. Precio con IVA/IGIC incluido. Revisar si se exige mora 100%.
ING-0502,NARANJA mesa,20.0,,PENDIENTE,,,,2026-06-13,,Naranja de mesa no localizada con precio oficial claro en consulta actual.
ING-0503,NARANJA SANGUINA,20.0,,PENDIENTE,,,,2026-06-13,,Naranja sanguina estacional no localizada con precio actual claro.
ING-0504,NECTARINA ( MAYO),12.0,,PENDIENTE,,,,2026-06-13,,Nectarina estacional no localizada con precio actual claro.
ING-0505,NISPERO ( ABRIL-MAYO),12.0,,PENDIENTE,,,,2026-06-13,,Níspero estacional no localizado con precio actual claro.
ING-0506,PAPAYA,35.0,5.3,CONSUM,Papayón partido media pieza,4.02,"media pieza aprox.; 5,30 €/kg",2026-06-13,https://tienda.consum.es/es/p/arandano-vaso/7374866,Precio con IVA. €/kg indicado en recomendados de producto. Merma por piel y semillas.
ING-0507,PERA BLANQUILLA,10.0,,PENDIENTE,,,,2026-06-13,,Pera blanquilla no localizada con precio oficial claro.
ING-0508,PERA CONFERENCIA,10.0,2.75,CONSUM,Pera Conferencia pieza precio aprox.,0.66,"pieza aprox.; 2,75 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/manzana-pera-uva/2182,Precio con IVA. €/kg indicado en categoría. Merma por corazón/piel si se pela.
ING-0848,"PERA EN ALMIBAR 1,5k",0.0,,PENDIENTE,,,,2026-06-13,,Pera en almíbar: reservar para lote09 conservas de frutas.
ING-0186,PEZ LIMON,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco; reservar para revisión lote04.
ING-0509,PHYSALIS 80G,5.0,,PENDIENTE,,,,2026-06-13,,Physalis 80 g no localizado con precio oficial claro.
ING-0510,PIÑA,45.0,1.59,CONSUM,Piña entera pieza precio aprox.,3.38,"pieza aprox.; 1,59 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/fruta-tropical/2184,Precio con IVA. €/kg indicado en categoría. Merma por piel/corazón.
ING-0855,"PIÑA EN ALMIBAR 1,795K",0.0,6.1838,MAKRO,ARO piña en rodajas en almíbar ligero lata 1795 g neto escurrido,11.1,1795 g neto escurrido,2026-06-13,https://tienda.makro.es/ordercapture/uidispatcher/static/shop/pv/BTY-X217990/0032/0021/aro-pi%C3%B1a-en-rodajas-en-alm%C3%ADbar-ligero-lata-1795-gne-%283050-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.
ING-0856,"PIÑA EN SU JUGO 1,795 K",0.0,5.3036,MAKRO,METRO Chef piña en rodajas en su jugo lata 1795 g neto escurrido,9.52,1795 g neto escurrido,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X136873/0032/0021/METRO-Chef-pi%C3%B1a-en-rodajas-en-su-jugo-lata-1795gne-%283050-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.
ING-0511,PITAHAYA ROJA pieza 300-500 g,35.0,,PENDIENTE,,,,2026-06-13,,Pitahaya roja no localizada con precio actual claro.
ING-0512,PLATANO CANARIAS,35.0,2.9,CONSUM,Plátano Canario IGP pieza precio aprox.,0.54,"pieza aprox.; 2,90 €/kg",2026-06-13,https://tienda.consum.es/es/c/frescos/frutas/2179,Precio con IVA. €/kg indicado en categoría. Merma por piel.
ING-0513,PLATANO MACHO,35.0,2.99,CONSUM,Plátano de freír/macho pieza precio aprox.,0.0,"pieza aprox.; 2,99 €/kg",2026-06-13,https://tienda.consum.es/es/p/aguacate-bandeja/7333623,Precio con IVA. €/kg indicado en recomendados de producto. Merma por piel.
ING-0514,POMELO ROSA,40.0,3.29,CONSUM,Pomelo rojo pieza precio aprox.,1.17,"pieza aprox.; 3,29 €/kg",2026-06-13,https://tienda.consum.es/es/p/arandanos-seleccion/7471113,Precio con IVA. €/kg indicado en recomendados de producto. Merma por piel y membranas.
ING-0662,PURE ALBARICOQUE 1K,0.0,,PENDIENTE,,,,2026-06-13,,Puré albaricoque 1 kg no localizado con precio oficial claro.
ING-0663,PURE DE FRAMBUESA 1K,0.0,13.27,MAKRO,PONTHIER puré de frambuesa 1 kg,13.27,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X100595/0032/0021/PONTHIER-pur%C3%A9-de-frambruesa-1-kg,"Precio con IVA/IGIC incluido según ficha. Producto listo, merma 0%."
ING-0664,PURE HIGOS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Puré de higos 1 kg no localizado con precio oficial claro.
ING-0665,PURE MANGO 1KG,0.0,12.06,MAKRO,PONTHIER puré de mango 1 kg,12.06,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X100598/0032/0021/PONTHIER-pur%C3%A9-de-mango-1-kg,"Precio base por kg indicado. Revisar tarifa por volumen. Producto listo, merma 0%."
ING-0969,REFRESCO LIMON fanta 35cl 24 u,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: bebida/refresco; reservar para lote11 bebidas.
ING-0971,REFRESCO LIMON FANTA LATA 33cl x 24,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: bebida/refresco; reservar para lote11 bebidas.
ING-0970,REFRESCO NARANJA 35cl 24 u,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: bebida/refresco; reservar para lote11 bebidas.
ING-0972,REFRESCO NARANJA LATA 33cl x 24,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: bebida/refresco; reservar para lote11 bebidas.
ING-0515,SANDIA RALLADA SIN PEPITAS,40.0,,PENDIENTE,,,,2026-06-13,,Sandía rallada/sin pepitas no localizada con precio oficial claro.
ING-0690,"SIROPE FRESA 1,2l",0.0,,PENDIENTE,,,,2026-06-13,,Sirope fresa: reservar para lote08/lote09 pastelería/salsas.
ING-0516,TAMARINDO 150g,45.0,,PENDIENTE,,,,2026-06-13,,Tamarindo 150 g no localizado con precio oficial claro.
ING-0434,TOMATE CHERRY PERA,8.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: tomate cherry pertenece a verduras; reservar para lote05 o revisión posterior.
ING-0438,TOMATE PERA ROJO,8.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: tomate pera pertenece a verduras; reservar para lote05 o revisión posterior.
ING-0517,UVA BLANCA,5.0,,PENDIENTE,,,,2026-06-13,,Uva blanca no localizada con precio oficial claro en consulta actual.
ING-0518,UVA ROJA,5.0,,PENDIENTE,,,,2026-06-13,,Uva roja no localizada con precio oficial claro en consulta actual.
ING-0909,VINAGRE MANZANA 750ML,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: vinagre de manzana; reservar para lote09 almacén seco.
