codigo_actual,codigo_nuevo_propuesto,tipo_propuesto,familia_codigo_propuesta,familia_nombre_propuesta,subfamilia_propuesta,familia_actual,descripcion,unidad_medida,merma,precio_unidad,proveedor_precio,formato_compra,cantidad_formato_compra,unidad_formato_compra,precio_formato_compra,fecha_precio,url_precio,observaciones_precio,estado_revision,motivo_revision
ING-0222,ING-CAR-0148,ING,CAR,Carnes y aves,Carnes y aves,PESCADO Y MARISCO,CARNE DE NECORA 1K,kg,0.00,24.3700,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0223,ING-CAR-0149,ING,CAR,Carnes y aves,Carnes y aves,PESCADO Y MARISCO,CARNE VIEIRA 8-12PIEZAS 800g,kg,0.00,27.4875,MAKRO,Altamar carne vieira congelada 8/12 piezas 800 g,0.8000,kg,21.9900,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X79792/0032/0021/Altamar-Carne-vieira-congelada-8-12-piezas-800g,Precio con IVA/IGIC incluido. Convertido a €/kg. Carne limpia.,propuesto,familia o palabras clave carnes
ING-0224,ING-PES-0072,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CAZON,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0225,UTI-UTI-0001,UTI,UTI,Utillaje y consumibles,Utillaje,PESCADO Y MARISCO,CIGALA CABEZAS Y PINZAS 2K para fumet,kg,0.00,4.9700,,,,,,,,,propuesto,palabras clave utillaje
ING-0226,ING-PES-0073,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CIGALA Nº 3 21/30 800 GR,kg,55.00,11.9500,MAKRO,Altamar cigala congelada n3 21/30 piezas 800 g,0.8000,kg,9.5600,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X96741/0032/0021/Altamar-Cigala-congelada-n3-21-30-piezas-800g,Precio con IVA/IGIC incluido. Convertido a €/kg. Merma por cabeza/cáscara.,propuesto,familia o palabras clave pescado/marisco
ING-0227,ING-PES-0074,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CIGALA Nº0 8/12 800 GR,kg,55.00,21.9875,MAKRO,Altamar cigala congelada n1 13/16 piezas 800 g,0.8000,kg,17.5900,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X79799/0032/0021/Altamar-Cigala-congelada-n113-16-piezas-800g,Precio con IVA/IGIC incluido. Convertido a €/kg. Merma por cabeza/cáscara.,propuesto,familia o palabras clave pescado/marisco
ING-0228,ING-PES-0075,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,COCOCHA BACALAO,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0229,ING-PES-0076,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GALERA CONGELADA 1K MAKRO,kg,60.00,16.0000,CONSUM,Galeras Lonjas del Mediterráneo,1.0000,kg,16.0000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente a galera congelada. Precio con IVA. €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0230,ING-PES-0077,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GALLINETA FILETE LIMPIO,kg,10.00,16.0000,CONSUM,Filete gallineta bandeja,0.2000,kg,3.2000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Precio con IVA. €/kg indicado por tienda. Producto fileteado.,propuesto,familia o palabras clave pescado/marisco
ING-0231,ING-PES-0078,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GAMBA GRIEGA ARROCERA 1K,kg,50.00,14.9000,CONSUM,Gamba blanca Lonjas del Mediterráneo,1.0000,kg,14.9000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente gamba arrocera/blanca. Precio con IVA. €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0232,ING-PES-0079,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GAMBA PELADA 30/50 700G,kg,0.00,14.7200,CONSUM,Gambas peladas mediana 360 g,0.3600,kg,5.3000,2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,"Precio con IVA. €/kg indicado por tienda. Producto pelado, merma 0%.",propuesto,familia o palabras clave pescado/marisco
ING-0233,ING-PES-0080,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,GAMBON 30/40 2k,kg,50.00,11.1050,MAKRO,METRO Chef gambón 31/40 a bordo 2 kg,2.0000,kg,22.2100,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X215095/0032/0021/METRO-Chef-Gambon-31-40-a-bordo-2-kg,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0234,ING-PES-0081,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,LANGOSTA cruda entera 300/400 La Roca,kg,65.00,34.0500,CONSUM,Bogavante crudo peso aprox. 425 g,0.4200,kg,14.3000,2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,Equivalente a langosta/bogavante crudo 300/400. Precio con IVA. €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0235,ING-PES-0082,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,LANGOSTINO 35/42 750G,kg,50.00,11.0850,MAKRO,Terranova langostino cocido 2 kg 35/45 uds,2.0000,kg,22.1700,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X173916/0032/0021/Terranova-Langostino-cocido-2Kg-35-45-unidades,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0236,ING-PES-0083,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,LENGUADO 400-425 gramos,kg,45.00,15.5000,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,1.0000,kg,15.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado a lenguado 400-425 g.,propuesto,familia o palabras clave pescado/marisco
ING-0237,ING-PES-0084,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,MARRAJO EN RODAJA 150/300 900 G,kg,10.00,9.5000,CONSUM,Tiras de potón,1.0000,kg,9.5000,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=3,Referencia de pescado/cefalópodo en rodaja no exacta; marcar para revisión.,propuesto,familia o palabras clave pescado/marisco
ING-0238,ING-PES-0085,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,MEJILLON COCIDO 900 gramos,kg,25.00,11.8000,CONSUM,MARINES carne de mejillón cocido 250 g,0.2500,kg,2.9500,2026-06-13,https://tienda.consum.es/es/p/sepia-faraonica-limpia/7289879,Producto equivalente a mejillón cocido/carne. Precio con IVA. €/kg. Merma baja.,propuesto,familia o palabras clave pescado/marisco
ING-0239,ING-PES-0086,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"MERLUZA ENTERA s/cabeza +1,8k volanta",kg,45.00,11.9500,CONSUM,Merluza entera o mitades,1.0000,kg,11.9500,2026-06-13,https://tienda.consum.es/es/p/merluza-entera-o-mitades/7200033,Precio con IVA. €/kg. Merma por cabeza/espina.,propuesto,familia o palabras clave pescado/marisco
ING-0240,ING-PES-0087,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"MERLUZA RODAJA 70g/120g 1,8 kg",kg,8.00,11.6400,CONSUM,Rodaja de merluza Cabo 360 g,0.3600,kg,4.1900,2026-06-13,https://tienda.consum.es/es/p/rodaja-de-merluza-cabo/7439441,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave pescado/marisco
ING-0241,ING-PES-0088,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,NECORA CRUDA 6/8 1K,kg,65.00,8.7900,MAKRO,Altamar nécora cruda 6/8 piezas 1 kg aprox.,1.0000,kg,8.7900,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X90347/0032/0021/Altamar-N%C3%A9cora-cruda-6-8-piezas-altamar-%281000-g-aprox%29,Precio con IVA/IGIC incluido. €/kg. Merma por caparazón.,propuesto,familia o palabras clave pescado/marisco
ING-0242,ING-PES-0089,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,PANGA,kg,5.00,6.9900,CONSUM,VOSTOQ filete de panga 800 g,0.8000,kg,5.5900,2026-06-13,https://tienda.consum.es/es/p/filete-panga/7468994,Precio con IVA. €/kg indicado por tienda. Producto congelado; merma baja por escurrido/recorte.,propuesto,familia o palabras clave pescado/marisco
ING-0243,ING-PES-0090,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"PEZ ESPADA RODAJA 1,8K",kg,0.00,13.4000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0244,ING-PES-0091,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,PULPITO CRUDO 41/60 1K,kg,0.00,7.7600,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0245,ING-PES-0092,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,PULPO CRUDO GALLEGO varios calibres,kg,0.00,16.9500,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0246,ING-PES-0093,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,PUNTILLA CHINA CONGELADA 900G miroca,kg,0.00,3.8000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0247,ING-PES-0094,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,"RAPE CABEZA 1,6KG FUMET",kg,0.00,4.1100,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0248,ING-PES-0095,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,RAPE CACHETES GRAN SOL 1K,kg,0.00,18.6200,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0249,ING-PES-0096,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,RAPE COLA CHINA 150-200G,kg,0.00,3.4600,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0250,ENV-ENV-0004,ENV,ENV,Envases y packaging,Envases / consumibles,PESCADO Y MARISCO,"RAPE COLA CHINA 300/500G bolsa de 1,6k",kg,0.00,6.5300,,,,,,,,,propuesto,palabras clave envase/packaging
ING-0251,ING-PES-0097,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,RAPE SIN CABEZA GRAN SOL 2-4KG,kg,0.00,16.9500,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0252,ING-PES-0098,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,SEPIA MARRUECOS 250/400 PZ 2K,kg,0.00,19.7700,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0253,ING-PES-0099,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,SURIMI 1K,kg,0.00,3.9800,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0254,ING-PES-0100,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,TINTA sepia 50 UN x 4g,kg,0.00,26.9000,MAKRO,Nortindal tinta de sepia 4 g x 50 uds,0.2000,kg,5.3800,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X167585/0032/0021/Nortindal-Tinta-de-sepia-4g-50-unidades,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0255,ING-PES-0101,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,VIEIRA CON CONCHA 8-10 1K,kg,0.00,15.8800,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0256,ING-CAR-0150,ING,CAR,Carnes y aves,Carnes y aves,PESCADO Y MARISCO,VIEIRA CARNE SOLO 10 PZA 800 G miroca,kg,0.00,8.9000,,,,,,,,,propuesto,familia o palabras clave carnes
ING-0257,ING-PES-0102,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,ANCHOAS GIRASOL 260G makro,kg,0.00,72.5500,CONSUM,Filete anchoa Cantábrico aceite girasol MSC tarro 55 g,0.0550,kg,3.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=3,"Producto equivalente, no formato 260 g. Precio con IVA. €/kg indicado por tienda.",propuesto,familia o palabras clave pescado/marisco
ING-0258,ING-PES-0103,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BACALAda SALAZON FILETON,kg,10.00,19.9000,CONSUM,Filete de bacalao fresco/desalado mostrador,1.0000,kg,19.9000,2026-06-13,https://tienda.consum.es/es/p/filete-de-bacalao/7108314,Equivalente a filete/lomo salazón. Precio con IVA. €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0259,ING-PES-0104,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BACALAO marinado AHUMADO EN ACEITE mercadona 110 G,kg,0.00,2.3000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0260,ING-PES-0105,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BACALAO CALLOS SALMUERA 500G,kg,0.00,10.3900,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0261,ING-PES-0106,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BACALAO COCOCHAS 400 G,kg,0.00,5.9000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0262,ING-PES-0107,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BACALAO MIGAS 1k makro,kg,0.00,18.6900,CONSUM,Migas de abadejo en salazón 160 g,0.1600,kg,2.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente de salazón; no es bacalao puro. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave pescado/marisco
ING-0263,ING-PES-0108,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,BERBERECHOS 120ML,kg,0.00,78.5700,CONSUM,Berberechos al natural 45/65 piezas 63 g,0.0630,kg,4.9500,2026-06-13,https://tienda.consum.es/es/p/berberechos-al-natural-45-65-piezas/7468056,Precio con IVA. €/kg escurrido indicado por tienda.,propuesto,familia o palabras clave pescado/marisco
ING-0264,ING-PES-0109,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CAPELLANS 1K,kg,0.00,9.5400,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0265,ING-PES-0110,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,CAVIAR ROJO SUCEDANEO 300 G,kg,0.00,61.1000,MAKRO,Spherika Gourmet perlas de esturión/sucedáneo 100 g,0.1000,kg,6.1100,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X216801/0032/0021/Spherika-Gourmet-perlas-de-esturi%C3%B3n-frasco-100-g,Producto equivalente a sucedáneo de caviar. Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0266,ING-PES-0111,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,COPOS DE BONITO DESHIDRATADOS,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0267,ING-PES-0112,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,HIGADO BACALAO,kg,0.00,3.5000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0268,ING-PES-0113,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,HUEVAS DE LUMPO NEGRO 100G makro,kg,0.00,61.1000,MAKRO,Spherika Gourmet perlas/huevas sucedáneo 100 g,0.1000,kg,6.1100,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X216801/0032/0021/Spherika-Gourmet-perlas-de-esturi%C3%B3n-frasco-100-g,Equivalente a huevas de lumpo/sucedáneo. Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0269,ING-PES-0114,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,HUEVAS DE SALMÓN 100G MAKRO,kg,0.00,160.1000,MAKRO,Marine Food hueva de salmón salvaje 100 g,0.1000,kg,16.0100,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X153601/0032/0021/Marine-Food-hueva-de-salm%C3%B3n-salvaje-100g,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0270,ING-PES-0115,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,HUEVAS DE TRUCHA 100G,kg,0.00,119.8000,MAKRO,Skandia hueva de trucha 100 g,0.1000,kg,11.9800,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X10208/0032/0021/Skandia-hueva-trucha-100g,Precio con IVA/IGIC incluido. Convertido a €/kg.,propuesto,familia o palabras clave pescado/marisco
ING-0271,ING-PES-0116,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,SALMON AHUMADO 250G,kg,0.00,7.5000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0272,ING-PES-0117,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,SALMON AHUMADO HORECA +1K,kg,0.00,23.7000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0273,ING-PES-0118,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,SURIMI FRESCO KRISSIA 400G,kg,0.00,4.6200,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0274,ING-PES-0119,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,TONYINA DE SORRA EN ACEITE 500 g escurrido mercadona,l,0.00,4.8000,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0275,ING-PES-0120,ING,PES,Pescados y mariscos,Pescados y mariscos,PESCADO Y MARISCO,SARDINA DE BOTA saladas y prensadas 320 gramos,kg,0.00,5.6300,,,,,,,,,propuesto,familia o palabras clave pescado/marisco
ING-0276,ING-FV-0001,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ACEDERA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0277,ING-FV-0002,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ACELGA,kg,15.00,4.5000,CONSUM,CONSUM acelgas bolsa 300 g,0.3000,kg,1.3500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma estimada 15% por tallo/fibra.,propuesto,familia o palabras clave verduras
ING-0278,ING-FV-0003,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ACELGA BAY ROJA 400 G,kg,10.00,2.7800,CONSUM,CONSUM acelgas hoja miniporción 400 g,0.4000,kg,1.1100,2026-06-13,https://tienda.consum.es/es/p/acelgas-hoja-miniporcion/7221562,Producto equivalente a acelga baby/hoja. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0279,ING-FV-0004,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ACELGA ROJA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0280,ING-FV-0005,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ACHICORIA /RADICCIO,kg,18.00,4.4200,CONSUM,Endibia bandeja 450 g aprox.,0.4500,kg,1.9900,2026-06-13,https://tienda.consum.es/es/g/tabla-para-brunch/RECBRUNCH25,Equivalente a achicoria/endibia/radicchio. Precio con IVA. €/kg indicado por tienda. Revisar si se requiere radicchio rojo.,propuesto,familia o palabras clave verduras
ING-0281,ING-FV-0006,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,AJEDREA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0282,ING-BEB-0001,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,AJETE CHINO/cebolla tierna china,kg,15.00,9.3333,MAKRO,Cebolleta china manojo 150 g,0.1500,kg,1.4000,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X202723/0032/0021/Cebolleta-china-manojo-150gramos,"Precio con IVA. Convertido a €/kg. Merma estimada por raíces, puntas y hojas deterioradas.",propuesto,familia o palabras clave bebidas/líquidos
ING-0283,ING-FV-0007,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,AJO NEGRO,kg,0.00,3.9500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0284,ING-FV-0008,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,SIN CLASIFICAR,AJO SECO 1K,ud,0.00,7.4000,CONSUM,Ajos secos malla 250 g aprox.,0.2500,kg,1.8500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma estimada por piel y raíz.,propuesto,familia o palabras clave verduras
ING-0285,ING-FV-0009,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,AJO TIERNO 200 gramos,kg,5.00,6.6300,CONSUM,COCINARTE ajos tiernos 300 g,0.3000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/otros-vegetales/5095,Producto equivalente congelado. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0286,ING-FV-0010,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ALBAHACA 125G,kg,10.00,77.5000,CONSUM,EL DULZE albahaca bandeja 20 g,0.0200,kg,1.5500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,"Precio con IVA. Convertido desde 7,75 €/100 g a €/kg. Revisar por formato 125 g.",propuesto,familia o palabras clave verduras
ING-0287,ING-FV-0011,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ALCACHOFA,kg,55.00,2.9000,CONSUM,Alcachofa granel,1.0000,kg,2.9000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,Precio con IVA. €/kg indicado por tienda. Merma alta por hojas externas y tallo.,propuesto,familia o palabras clave verduras
ING-0288,ING-FRU-0001,ING,FRU,Frutas,Frutas,VERDURAS,ALCACHOFA MORADA,kg,55.00,2.9000,CONSUM,Alcachofa granel,1.0000,kg,2.9000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,Equivalente a alcachofa morada. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave fruta
ING-0289,ING-FV-0012,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ALGA AGAR AGAR EN COPOS,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0290,ING-FV-0013,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ALGA CODIUM,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0291,ING-FV-0014,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ALGA ESPAGUETI DE MAR/ CODIUM,kg,0.00,14.7000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0292,ING-ESP-0001,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,ALGA LECHUGA DE MAR SALAZON,kg,0.00,,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0293,ING-FV-0015,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,APIO RAIZ,kg,0.00,1.1000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0294,ING-FV-0016,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,APIO RAMA 750 g,kg,25.00,2.3300,CONSUM,Apio verde manojo 600 g aprox.,0.6000,kg,1.4000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,"Precio con IVA. €/kg indicado por tienda. Merma por hojas duras, base y fibras.",propuesto,familia o palabras clave verduras
ING-0295,ING-ESP-0002,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,BABY LEAF mix ensaladas 300 G,kg,5.00,19.9000,CONSUM,FLORETTE ensalada gourmet primeros brotes 100 g,0.1000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Equivalente a baby leaf/mix. Precio con IVA. €/kg indicado por tienda.,propuesto,palabras clave especias/sal/aromáticos
ING-0296,ING-FV-0017,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BATAVIA,kg,20.00,6.3000,CONSUM,Lechuga trocadero 300 g aprox.,0.3000,kg,1.8900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Equivalente lechuga tipo batavia/trocadero. Precio con IVA. €/kg.,propuesto,familia o palabras clave verduras
ING-0297,ING-FV-0018,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BERENJENA,kg,10.00,2.2000,CONSUM,Berenjena negra/rayada,1.0000,kg,2.2000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,Precio con IVA. €/kg indicado por tienda. Merma por pedúnculo y recortes.,propuesto,familia o palabras clave verduras
ING-0298,ING-FV-0019,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BERROS 100 G,kg,0.00,1.9000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0299,ING-FV-0020,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BERZA/COL RIZADA,kg,20.00,1.9900,CONSUM,Col rizada pieza,1.0000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Equivalente berza/col rizada. Precio con IVA. €/kg.,propuesto,familia o palabras clave verduras
ING-0300,ING-FV-0021,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BIMI 250G,kg,25.00,4.9800,CONSUM,Floretas brócoli bandeja,0.4000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Equivalente a bimi por formato de floreta. Precio con IVA. €/kg. Revisar producto exacto.,propuesto,familia o palabras clave verduras
ING-0301,ING-FV-0022,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BONIATO/ BATATA,kg,10.00,3.7500,CONSUM,Boniato rojo,1.0000,kg,3.7500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma por piel y puntas.,propuesto,familia o palabras clave verduras
ING-0302,ING-FV-0023,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BRÓCOLI 400 g,kg,30.00,2.6000,CONSUM,Brócoli manojo,1.0000,kg,2.6000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma por tronco.,propuesto,familia o palabras clave verduras
